student_name,roll_number,branch,semester,attendance_pct,internal_marks,assignment_score,quiz_score,study_hours_per_week,previous_cgpa,activity_participation,final_percentage,pass_fail,grade
Manish Reddy,ME20241748,ME,3,62.0,8.5,87.7,19.0,5.3,6.37,High,46.21,1,D
Shruti Iyer,EE20241749,EE,7,90.0,50.0,81.6,0.0,0.0,6.74,Low,63.01,1,C
Arjun Chauhan,EE20241750,EE,4,63.0,26.0,57.5,64.2,19.8,2.64,Medium,52.83,1,C
Kunal Singh,CSE20241751,CSE,3,57.9,36.4,55.6,26.7,18.6,5.95,None,69.02,1,B
Sneha Kumar,CE20241752,CE,1,58.3,18.0,71.8,53.3,17.7,7.21,Low,64.54,1,C
Rashmi Kapoor,CE20241753,CE,4,40.1,31.7,79.9,51.4,24.4,5.91,Medium,60.66,1,C
Divya Dubey,EE20241754,EE,7,80.5,12.4,75.3,92.9,8.7,5.06,Low,54.75,1,C
Ishita Verma,ME20241755,ME,8,39.0,33.4,84.9,66.8,2.6,5.46,Low,57.18,1,C
Vivek Khanna,ECE20241756,ECE,5,49.9,23.7,39.6,61.6,13.4,5.23,None,49.42,1,D
Ankita Joshi,ME20241757,ME,3,34.6,28.4,57.0,76.4,11.2,5.05,High,48.29,1,D
Rohan Reddy,ECE20241758,ECE,5,70.5,36.4,41.3,66.1,7.3,6.51,High,63.4,1,C
Swati Reddy,EE20241759,EE,7,69.3,13.2,53.5,47.9,13.4,10.0,High,63.63,1,C
Mohit Verma,ECE20241760,ECE,2,66.1,19.8,84.3,81.6,9.1,4.86,Medium,50.07,1,C
Tanvi Sharma,CE20241761,CE,3,53.2,33.5,64.4,33.6,0.0,5.63,Medium,56.17,1,C
Aarti Bhatia,CSE20241762,CSE,4,50.9,50.0,100.0,65.1,10.5,6.11,Low,79.11,1,B
Mohit Malhotra,CSE20241763,CSE,3,80.4,26.3,66.3,24.0,4.9,4.96,High,51.64,1,C
Varun Nair,EE20241764,EE,5,62.1,35.1,63.3,62.5,15.9,8.18,Medium,75.06,1,B
Vikram Bhatia,CE20241765,CE,1,77.7,26.7,64.3,62.2,8.8,1.93,Medium,51.01,1,C
Komal Reddy,ME20241766,ME,3,56.1,50.0,48.0,94.9,22.9,5.24,Medium,74.95,1,B
Jyoti Mehta,CE20241767,CE,4,75.3,7.0,60.7,23.6,26.8,7.67,High,50.88,1,C
Tanvi Thakur,CSE20241768,CSE,2,95.5,29.1,86.8,44.8,19.4,5.67,None,65.21,1,B
Neha Khanna,CSE20241769,CSE,8,82.6,8.5,64.5,76.1,1.6,4.72,Low,46.75,1,D
Anjali Thakur,CE20241770,CE,6,64.6,0.0,44.5,65.4,26.0,6.99,Medium,51.38,1,C
Varun Mishra,CE20241771,CE,1,76.6,31.6,41.6,62.0,26.6,7.83,High,72.3,1,B
Mohit Sharma,CSE20241772,CSE,8,67.7,29.7,52.1,37.0,14.2,6.58,Medium,56.35,1,C
Mohit Pillai,ME20241773,ME,2,72.1,24.6,63.6,45.0,24.6,4.76,Low,50.0,1,C
Aditya Iyer,EE20241774,EE,3,66.1,26.7,88.3,85.4,9.6,7.02,Low,68.07,1,B
Anjali Dubey,EE20241775,EE,5,69.0,50.0,32.5,56.9,0.0,5.48,Medium,64.04,1,C
Aditya Chopra,CE20241776,CE,7,75.8,24.9,55.0,66.3,7.9,7.54,Medium,59.51,1,C
Ishita Khanna,EE20241777,EE,5,54.1,34.1,65.2,55.5,27.8,8.87,Medium,77.07,1,B
Arjun Agarwal,CSE20241778,CSE,8,53.7,20.2,21.7,32.0,2.1,1.51,Low,24.37,0,F
Megha Srivastava,CSE20241779,CSE,4,47.0,31.5,43.7,78.5,14.0,6.4,High,48.49,1,D
Harsh Gupta,CE20241780,CE,5,43.2,25.1,47.0,69.1,14.3,3.08,Medium,44.65,1,D
Ritu Chopra,CE20241781,CE,1,50.1,23.1,44.5,100.0,9.9,10.0,Medium,65.77,1,B
Kavita Srivastava,CE20241782,CE,5,74.9,49.8,66.2,35.7,10.5,5.36,Low,61.05,1,C
Simran Bhatia,ME20241783,ME,4,55.9,42.1,58.5,76.1,14.6,7.54,Low,62.98,1,C
Nisha Khanna,EE20241784,EE,6,81.2,29.6,49.8,29.1,9.5,6.14,High,62.22,1,C
Arjun Patel,CE20241785,CE,3,72.6,0.3,71.4,61.5,2.6,4.75,None,44.69,1,D
Siddharth Joshi,ECE20241786,ECE,7,36.6,23.7,99.9,79.5,15.7,4.54,Medium,60.2,1,C
Pooja Rajput,ECE20241787,ECE,8,83.8,50.0,98.1,12.4,22.6,9.05,Low,81.97,1,A
Rahul Chauhan,CSE20241788,CSE,3,86.6,25.2,19.7,53.5,21.0,7.92,Medium,57.4,1,C
Jyoti Mehta,EE20241789,EE,5,54.1,41.2,74.7,45.6,7.5,9.7,Low,64.5,1,C
Harsh Mehta,CE20241790,CE,2,79.6,45.3,58.1,42.6,4.0,6.3,Low,68.67,1,B
Shruti Mishra,ECE20241791,ECE,3,56.6,30.6,65.4,66.5,11.7,6.72,High,55.69,1,C
Komal Srivastava,EE20241792,EE,6,73.8,17.9,53.2,82.7,26.5,5.72,Medium,50.09,1,C
Kavita Kapoor,CSE20241793,CSE,5,49.2,0.0,64.6,55.1,19.2,5.68,None,38.95,0,F
Shruti Thakur,ME20241794,ME,7,39.7,36.2,65.3,62.5,19.6,4.32,None,61.24,1,C
Komal Reddy,EE20241795,EE,4,65.1,18.2,49.3,60.5,21.1,6.35,High,57.67,1,C
Aarti Agarwal,EE20241796,EE,6,69.8,30.1,42.3,58.0,17.4,4.78,None,59.86,1,C
Pooja Khanna,ME20241797,ME,5,64.8,13.0,52.1,34.0,15.0,7.0,Medium,38.04,0,F
Priya Chopra,EE20241798,EE,6,50.7,24.8,67.2,82.4,19.3,6.51,Low,61.65,1,C
Aarti Kapoor,CSE20241799,CSE,3,64.8,28.4,75.2,64.5,9.6,6.72,High,66.86,1,B
Karan Singh,CSE20241800,CSE,7,76.8,31.2,80.8,66.7,2.7,9.22,Medium,62.34,1,C
Rahul Das,ME20241801,ME,4,71.2,14.6,51.1,40.3,19.8,6.13,Medium,55.21,1,C
Preeti Mehta,CE20241802,CE,5,75.3,42.4,68.2,47.9,23.9,7.56,None,70.43,1,B
Simran Iyer,ECE20241803,ECE,1,59.9,20.8,83.2,54.1,5.1,9.89,High,77.44,1,B
Nisha Kapoor,CE20241804,CE,8,93.1,7.9,87.6,24.2,20.6,8.55,Low,46.93,1,D
Kavita Patel,EE20241805,EE,4,50.8,26.7,60.7,20.9,27.4,8.28,High,64.87,1,C
Swati Bhatia,ECE20241806,ECE,1,80.8,28.4,57.1,44.8,14.0,5.65,Low,56.15,1,C
Swati Rajput,ME20241807,ME,6,93.3,29.9,66.2,69.5,7.5,6.61,Medium,59.17,1,C
Amit Das,ME20241808,ME,2,80.7,44.3,36.7,43.6,15.0,3.83,None,57.2,1,C
Preeti Bhatia,ECE20241809,ECE,4,68.4,25.2,57.7,35.6,9.6,7.1,Medium,56.21,1,C
Aditya Jain,CSE20241810,CSE,6,62.5,26.6,78.4,40.1,9.1,6.69,Low,61.57,1,C
Tanvi Verma,ECE20241811,ECE,1,90.6,14.8,76.1,48.0,17.5,6.24,Low,66.98,1,B
Nisha Singh,EE20241812,EE,3,46.4,37.8,56.1,50.2,1.2,8.05,None,63.61,1,C
Komal Pillai,CSE20241813,CSE,3,54.5,30.2,66.8,100.0,2.4,4.03,None,52.84,1,C
Rohan Mehta,ME20241814,ME,2,64.8,23.0,43.9,81.2,14.2,9.14,None,66.14,1,B
Jyoti Srivastava,ECE20241815,ECE,8,94.3,5.1,77.5,80.5,13.8,7.82,Low,62.75,1,C
Ritu Reddy,CE20241816,CE,4,78.8,45.3,60.3,83.7,16.7,6.07,High,73.02,1,B
Nisha Chopra,CE20241817,CE,4,54.6,13.3,55.9,36.0,29.0,5.93,Low,46.94,1,D
Rohan Saxena,EE20241818,EE,4,66.4,20.9,54.0,31.1,14.8,7.07,Medium,48.75,1,D
Komal Joshi,CE20241819,CE,8,60.9,32.3,60.6,33.6,18.8,8.94,None,60.76,1,C
Mohit Tiwari,ECE20241820,ECE,6,59.2,13.6,52.1,87.4,6.2,6.38,Medium,48.54,1,D
Rahul Saxena,ECE20241821,ECE,7,89.6,10.1,76.5,46.0,20.1,6.46,Low,51.42,1,C
Priya Joshi,CE20241822,CE,7,47.3,2.5,53.3,30.5,9.8,6.23,High,40.47,1,D
Divya Malhotra,ECE20241823,ECE,2,100.0,36.7,97.0,48.5,14.6,9.41,High,84.08,1,A
Arjun Agarwal,EE20241824,EE,4,86.9,21.5,94.2,52.8,13.1,5.54,Low,61.33,1,C
Akash Chopra,CSE20241825,CSE,6,91.6,50.0,42.4,63.9,22.3,6.15,Medium,82.4,1,A
Ankit Pandey,EE20241826,EE,3,63.7,16.1,63.5,63.5,3.5,8.83,None,52.66,1,C
Pankaj Nair,EE20241827,EE,1,69.3,16.9,47.7,39.8,0.0,6.46,Medium,45.11,1,D
Vikram Dubey,ECE20241828,ECE,6,46.2,21.2,54.8,73.1,12.3,8.25,None,57.78,1,C
Rohan Bhatia,CSE20241829,CSE,8,62.6,30.9,100.0,43.9,17.7,4.56,Low,60.66,1,C
Ritu Iyer,ECE20241830,ECE,7,80.9,22.4,55.2,54.6,15.2,5.83,Low,57.32,1,C
Aarti Kumar,ME20241831,ME,7,95.3,35.3,69.9,73.1,23.9,8.87,Medium,66.34,1,B
Manish Agarwal,ECE20241832,ECE,3,52.1,16.3,73.9,43.9,17.5,4.98,Low,48.67,1,D
Tanvi Dubey,ECE20241833,ECE,3,65.4,11.4,40.0,45.5,9.5,5.93,Medium,35.24,0,F
Deepak Chopra,ECE20241834,ECE,8,69.3,6.4,43.2,71.0,0.0,6.66,Medium,39.58,0,F
Deepak Agarwal,CSE20241835,CSE,1,46.9,1.3,35.5,39.1,12.1,4.42,None,24.2,0,F
Aditya Rajput,ECE20241836,ECE,3,82.6,21.8,42.5,49.5,22.2,5.46,Medium,51.25,1,C
Anjali Malhotra,CSE20241837,CSE,2,59.0,24.4,0.0,70.2,10.9,6.4,High,47.11,1,D
Kavita Dubey,CE20241838,CE,1,68.5,20.4,74.0,100.0,14.2,6.28,High,63.54,1,C
Simran Srivastava,ME20241839,ME,3,63.9,42.9,100.0,71.3,17.4,8.5,Medium,81.85,1,A
Neha Kapoor,CSE20241840,CSE,5,57.8,42.7,65.3,68.4,5.9,8.97,Medium,70.51,1,B
Mohit Agarwal,CE20241841,CE,6,71.9,24.0,30.8,69.7,19.0,4.66,Medium,45.19,1,D
Pankaj Nair,CSE20241842,CSE,3,68.1,6.5,47.9,34.4,27.1,6.4,None,46.01,1,D
Vivek Agarwal,CSE20241843,CSE,2,65.3,21.2,51.9,60.5,12.6,7.41,None,56.38,1,C
Tanvi Gupta,ME20241844,ME,4,58.9,20.8,39.6,57.3,5.0,8.93,None,49.72,1,D
Akash Reddy,EE20241845,EE,3,77.8,20.1,80.9,65.1,13.5,7.49,Low,62.32,1,C
Ritu Saxena,EE20241846,EE,7,100.0,19.6,79.8,60.6,0.0,6.72,Low,62.39,1,C
Vivek Mishra,CSE20241847,CSE,7,74.5,20.2,36.6,66.4,16.7,7.4,High,62.55,1,C
Ishita Yadav,ECE20241848,ECE,7,89.9,23.4,78.0,51.1,17.6,7.41,Low,57.19,1,C
Nikhil Iyer,CE20241849,CE,4,47.0,20.4,95.6,59.3,27.4,4.53,Medium,56.76,1,C
Shruti Das,ECE20241850,ECE,7,74.8,30.5,100.0,31.0,12.4,6.55,Medium,71.83,1,B
Simran Mehta,ECE20241851,ECE,5,52.2,32.3,100.0,51.0,17.3,8.83,Low,74.39,1,B
Pooja Srivastava,CSE20241852,CSE,3,45.4,17.1,42.2,88.6,7.1,5.83,None,52.02,1,C
Karan Malhotra,CSE20241853,CSE,8,58.7,43.3,100.0,65.0,11.1,6.43,Medium,74.74,1,B
Varun Rajput,CSE20241854,CSE,7,93.5,16.2,54.2,57.5,1.8,5.76,Medium,62.42,1,C
Akash Nair,CSE20241855,CSE,1,89.1,8.6,49.0,99.7,12.4,2.04,High,63.17,1,C
Gaurav Rajput,EE20241856,EE,8,76.4,32.6,69.2,28.1,11.6,6.24,Low,58.29,1,C
Mohit Dubey,CSE20241857,CSE,4,44.4,18.2,49.2,33.6,16.4,6.74,High,42.76,1,D
Pooja Srivastava,EE20241858,EE,5,68.5,31.9,70.8,95.7,9.0,5.28,Low,63.94,1,C
Tushar Pillai,EE20241859,EE,1,77.4,0.0,33.0,59.0,14.7,4.12,Medium,56.12,1,C
Pooja Mehta,CSE20241860,CSE,1,75.2,44.7,56.7,52.7,11.3,4.61,Medium,57.19,1,C
Vikram Srivastava,ME20241861,ME,1,38.8,36.1,90.3,31.6,11.3,7.58,None,55.94,1,C
Ishita Malhotra,CE20241862,CE,1,56.0,10.0,60.7,67.8,14.6,9.75,None,46.69,1,D
Neha Khanna,ECE20241863,ECE,8,70.8,10.3,65.1,70.0,14.3,8.69,None,56.81,1,C
Suresh Mehta,EE20241864,EE,8,81.7,48.1,72.5,33.9,20.1,3.78,Low,61.53,1,C
Deepak Kapoor,CE20241865,CE,3,32.5,19.2,87.8,54.9,13.0,7.74,Medium,53.32,1,C
Rajat Yadav,ME20241866,ME,7,69.1,18.0,25.6,50.6,11.2,5.01,None,34.81,0,F
Suresh Saxena,ECE20241867,ECE,6,74.6,0.8,74.9,63.6,12.6,5.15,Medium,51.56,1,C
Nisha Saxena,ECE20241868,ECE,3,87.3,23.8,56.1,33.4,8.3,5.37,Low,59.53,1,C
Jyoti Dubey,EE20241869,EE,3,84.5,25.3,65.7,85.5,11.1,7.47,Medium,65.79,1,B
Rajat Chauhan,CSE20241870,CSE,5,82.5,36.6,85.3,78.1,30.2,7.93,Medium,79.58,1,B
Rashmi Saxena,ME20241871,ME,5,57.6,11.2,35.7,50.0,6.7,6.02,Medium,41.36,1,D
Vikram Patel,EE20241872,EE,7,37.7,9.8,39.7,53.2,11.8,6.05,Medium,40.8,1,D
Siddharth Thakur,ME20241873,ME,6,64.9,33.4,19.4,55.0,10.9,7.04,Low,54.43,1,C
Akash Jain,CSE20241874,CSE,5,90.0,40.1,49.9,40.9,12.0,7.22,High,72.34,1,B
Aarti Tiwari,CSE20241875,CSE,7,97.1,9.1,91.3,48.2,11.4,8.32,None,66.39,1,B
Vivek Verma,EE20241876,EE,7,84.8,41.0,59.3,52.1,16.2,3.89,Low,60.48,1,C
Akash Srivastava,CSE20241877,CSE,8,79.7,28.5,32.5,93.5,0.3,6.24,None,56.98,1,C
Preeti Das,CE20241878,CE,2,78.8,41.1,51.3,78.8,22.3,4.28,Medium,73.83,1,B
Rajat Khanna,ECE20241879,ECE,8,62.0,27.2,29.3,78.6,19.1,6.11,Medium,50.52,1,C
Jyoti Bhatia,EE20241880,EE,6,69.7,0.0,37.2,66.1,4.1,5.79,Medium,30.79,0,F
Sneha Patel,ME20241881,ME,5,100.0,26.2,70.6,33.4,0.0,6.12,Low,59.51,1,C
Tushar Nair,CE20241882,CE,6,55.0,40.7,36.2,57.1,6.2,4.76,None,56.52,1,C
Bhavna Chauhan,EE20241883,EE,3,100.0,17.3,86.5,79.4,12.1,3.52,High,61.23,1,C
Ishita Jain,CSE20241884,CSE,3,66.2,23.3,60.4,30.3,34.6,2.43,Medium,49.4,1,D
Gaurav Nair,CSE20241885,CSE,6,95.9,25.9,63.9,72.0,18.3,5.96,Low,62.73,1,C
Swati Thakur,CSE20241886,CSE,2,46.7,0.0,55.9,100.0,0.0,5.42,Medium,38.02,0,F
Jyoti Reddy,CSE20241887,CSE,2,82.5,48.1,79.0,81.4,8.5,4.98,None,77.67,1,B
Rahul Rajput,ME20241888,ME,8,58.7,17.2,79.2,89.1,13.6,8.58,None,55.95,1,C
Rohan Nair,CE20241889,CE,6,46.5,34.1,69.4,62.8,16.0,4.65,Low,56.33,1,C
Divya Tiwari,ECE20241890,ECE,5,75.9,27.0,74.4,79.3,3.5,8.75,Low,61.71,1,C
Simran Verma,ME20241891,ME,8,90.2,43.1,57.3,42.2,12.9,9.12,Low,64.64,1,C
Siddharth Agarwal,ME20241892,ME,4,56.8,32.9,73.9,75.5,8.3,2.69,High,63.68,1,C
Simran Pillai,ECE20241893,ECE,2,45.0,25.2,54.6,72.4,5.2,6.37,Medium,50.41,1,C
Rahul Srivastava,ECE20241894,ECE,1,70.3,17.3,62.0,64.4,16.1,5.48,Low,55.36,1,C
Manish Nair,CSE20241895,CSE,8,70.4,37.6,56.0,87.0,20.2,0.96,Medium,54.78,1,C
Akash Mishra,ME20241896,ME,3,81.9,5.5,51.9,46.1,20.7,3.6,High,43.7,1,D
Anjali Pillai,EE20241897,EE,8,89.1,35.8,46.8,53.9,18.6,7.59,None,70.64,1,B
Vivek Thakur,ECE20241898,ECE,6,70.9,14.8,72.3,60.1,10.0,9.83,High,74.62,1,B
Gaurav Gupta,ECE20241899,ECE,1,100.0,43.0,90.8,35.3,19.7,7.82,Medium,68.69,1,B
Ishita Patel,CE20241900,CE,6,76.0,29.9,87.8,63.0,16.5,6.78,None,66.06,1,B
Nikhil Tiwari,EE20241901,EE,7,65.8,35.7,34.4,20.2,15.1,6.16,Low,54.78,1,C
Manish Dubey,EE20241902,EE,3,43.0,29.0,90.4,81.0,9.1,9.23,Low,62.35,1,C
Karan Pandey,ECE20241903,ECE,3,67.3,7.0,55.0,59.0,10.0,10.0,Medium,57.31,1,C
Swati Rajput,CSE20241904,CSE,2,65.9,17.7,75.2,46.5,14.6,5.14,Low,47.81,1,D
Rashmi Bhatia,CE20241905,CE,8,89.3,36.1,42.1,39.6,33.5,2.6,Medium,62.71,1,C
Pankaj Tiwari,EE20241906,EE,2,80.3,30.0,65.1,52.8,16.4,2.42,Medium,55.36,1,C
Vivek Malhotra,ECE20241907,ECE,1,50.8,42.2,68.9,73.1,9.1,8.58,Low,74.3,1,B
Mohit Nair,EE20241908,EE,8,75.1,32.8,29.3,70.1,7.3,6.12,High,56.95,1,C
Rashmi Pandey,CE20241909,CE,7,84.1,16.4,75.4,42.5,10.1,6.53,High,56.27,1,C
Ritu Thakur,CE20241910,CE,6,99.5,18.4,91.6,39.4,31.4,2.98,Low,66.3,1,B
Ankit Verma,ME20241911,ME,7,88.0,29.2,58.2,72.5,10.8,4.84,High,59.62,1,C
Deepak Mishra,ECE20241912,ECE,3,85.7,0.2,91.9,42.1,21.3,5.67,None,51.51,1,C
Rashmi Chopra,CE20241913,CE,1,73.1,48.1,57.8,59.3,11.0,6.57,None,59.73,1,C
Ishita Patel,ME20241914,ME,4,79.0,33.3,80.7,60.7,16.1,5.48,Low,60.97,1,C
Siddharth Tiwari,ME20241915,ME,1,94.5,42.7,13.2,64.9,20.3,4.33,Medium,66.95,1,B
Megha Rajput,EE20241916,EE,5,48.0,9.0,100.0,76.9,9.4,4.79,Medium,46.72,1,D
Jyoti Srivastava,EE20241917,EE,1,65.7,42.9,94.9,30.2,8.9,8.37,Low,65.91,1,B
Preeti Srivastava,ME20241918,ME,7,58.1,50.0,55.7,16.0,27.3,6.64,None,66.63,1,B
Arjun Yadav,EE20241919,EE,5,78.8,12.1,18.6,45.5,21.9,7.3,None,44.95,1,D
Deepak Joshi,CE20241920,CE,5,94.1,37.3,68.3,97.6,20.3,4.58,High,81.41,1,A
Swati Khanna,CSE20241921,CSE,8,61.3,28.0,30.2,100.0,20.3,0.88,High,56.26,1,C
Priya Das,CE20241922,CE,8,29.0,9.5,71.8,98.3,17.7,5.26,Medium,52.06,1,C
Sneha Srivastava,ME20241923,ME,5,64.6,33.9,71.1,53.8,30.1,4.64,Medium,70.79,1,B
Ritu Thakur,ME20241924,ME,4,88.4,38.0,41.3,18.8,14.4,6.83,Medium,62.64,1,C
Siddharth Thakur,CE20241925,CE,8,81.7,20.8,86.7,6.5,18.6,10.0,Low,68.56,1,B
Karan Gupta,EE20241926,EE,1,79.7,42.0,79.7,44.5,2.4,7.45,Low,72.4,1,B
Bhavna Verma,EE20241927,EE,7,67.0,8.0,83.5,53.6,7.4,10.0,Medium,53.7,1,C
Ishita Khanna,ME20241928,ME,1,49.0,10.1,62.2,86.6,4.4,7.22,Medium,57.07,1,C
Ritu Yadav,ECE20241929,ECE,4,81.3,29.6,30.9,77.1,24.2,5.07,None,62.23,1,C
Tanvi Khanna,EE20241930,EE,3,57.0,28.3,83.5,63.0,0.0,6.83,High,58.8,1,C
Aarti Joshi,CE20241931,CE,2,100.0,19.4,56.1,38.4,10.8,9.41,High,65.08,1,B
Varun Mishra,EE20241932,EE,7,82.3,37.7,31.4,36.9,0.0,9.49,Low,65.85,1,B
Ishita Reddy,CE20241933,CE,8,61.5,34.4,91.7,63.6,7.3,5.16,Medium,66.14,1,B
Karan Reddy,ME20241934,ME,7,61.0,38.3,100.0,73.3,10.1,6.66,High,81.97,1,A
Ritu Chauhan,EE20241935,EE,1,70.3,26.5,61.1,66.6,25.1,3.63,None,63.62,1,C
Rohan Joshi,CE20241936,CE,2,67.7,35.2,100.0,35.2,17.2,7.68,Medium,71.36,1,B
Rajat Nair,ME20241937,ME,6,92.1,22.7,64.0,72.3,7.3,9.0,Low,60.91,1,C
Divya Yadav,ECE20241938,ECE,6,75.4,50.0,53.6,67.4,22.5,6.27,Low,72.86,1,B
Rashmi Pillai,CE20241939,CE,8,58.8,18.2,48.1,34.4,14.1,5.0,High,47.62,1,D
Mohit Bhatia,ECE20241940,ECE,4,100.0,50.0,98.0,40.7,14.3,6.85,Low,83.64,1,A
Amit Verma,ECE20241941,ECE,6,72.9,28.4,44.8,73.1,4.4,6.95,None,61.18,1,C
Tushar Dubey,CSE20241942,CSE,7,85.8,11.5,78.2,52.8,6.1,6.35,None,54.46,1,C
Siddharth Joshi,EE20241943,EE,6,61.1,44.4,49.7,93.0,7.4,6.52,None,68.06,1,B
Ishita Kapoor,CE20241944,CE,3,78.5,29.5,51.9,69.0,14.4,5.89,Low,65.12,1,B
Kavita Nair,ECE20241945,ECE,3,77.6,38.2,84.7,47.3,14.6,7.99,Medium,67.26,1,B
Varun Saxena,CSE20241946,CSE,8,38.0,42.7,53.6,57.8,26.4,7.53,Low,72.53,1,B
Amit Patel,ME20241947,ME,3,100.0,32.1,53.1,59.4,17.1,4.43,Medium,55.11,1,C
Aman Thakur,CE20241948,CE,6,95.2,20.9,86.9,42.0,0.0,4.38,Medium,64.17,1,C
Simran Agarwal,ECE20241949,ECE,4,64.9,39.7,97.1,37.9,16.1,5.74,Low,65.99,1,B
Rajat Chauhan,EE20241950,EE,5,52.2,28.0,76.2,73.4,2.4,7.53,Medium,65.29,1,B
Priya Chauhan,CSE20241951,CSE,5,78.3,36.2,47.6,76.6,6.3,6.47,Medium,66.99,1,B
Kavita Jain,ECE20241952,ECE,8,73.6,2.2,50.8,71.3,7.5,5.04,Low,45.8,1,D
Siddharth Gupta,EE20241953,EE,2,78.4,33.4,63.8,91.3,8.7,6.67,Low,71.1,1,B
Kunal Sharma,ECE20241954,ECE,5,75.4,20.3,69.1,46.1,3.0,5.6,Medium,57.21,1,C
Ankita Srivastava,CE20241955,CE,5,81.1,47.8,40.3,94.8,15.6,7.78,High,77.31,1,B
Sonal Joshi,CE20241956,CE,3,98.1,35.5,77.9,38.2,2.7,6.8,Low,71.33,1,B
Rahul Pandey,CE20241957,CE,3,82.2,30.9,63.9,35.7,16.9,5.63,Low,54.58,1,C
Rashmi Verma,CSE20241958,CSE,6,53.1,33.8,24.3,19.3,31.9,6.62,Low,52.44,1,C
Megha Yadav,CE20241959,CE,8,96.5,16.0,41.6,48.2,3.4,8.57,None,58.65,1,C
Ankit Iyer,EE20241960,EE,2,100.0,47.5,50.9,46.9,11.7,5.17,Medium,75.58,1,B
Simran Dubey,ECE20241961,ECE,8,100.0,50.0,60.4,69.6,0.0,6.92,Low,77.68,1,B
Aditya Chopra,ME20241962,ME,1,51.8,32.7,100.0,63.4,11.6,6.07,None,61.26,1,C
Shruti Chopra,EE20241963,EE,7,76.4,47.1,67.2,31.8,19.1,6.97,Low,73.89,1,B
Rahul Chopra,EE20241964,EE,2,34.5,21.2,43.5,49.4,19.8,5.02,None,40.57,1,D
Anjali Tiwari,CE20241965,CE,2,82.0,18.4,66.9,49.8,14.6,6.4,Low,65.61,1,B
Karan Mehta,CSE20241966,CSE,4,62.1,28.5,54.3,18.9,21.1,8.19,None,54.79,1,C
Rajat Tiwari,ECE20241967,ECE,8,100.0,33.2,69.1,36.4,34.4,4.51,None,60.09,1,C
Varun Saxena,CSE20241968,CSE,6,58.1,23.3,74.8,41.0,27.7,3.81,High,50.31,1,C
Aditya Singh,ECE20241969,ECE,4,41.6,34.5,88.6,89.5,9.8,3.88,High,63.77,1,C
Rashmi Verma,ECE20241970,ECE,2,63.5,31.7,61.5,62.2,2.4,4.09,Low,55.04,1,C
Kavita Singh,CSE20241971,CSE,2,36.4,16.0,98.1,72.6,10.8,7.27,Medium,65.84,1,B
Priya Dubey,EE20241972,EE,2,85.5,34.2,82.0,25.0,6.4,3.67,Low,52.66,1,C
Vivek Chopra,ECE20241973,ECE,5,34.8,38.4,46.4,84.3,17.6,5.66,Low,59.35,1,C
Gaurav Iyer,CSE20241974,CSE,8,72.5,30.1,100.0,86.6,4.6,7.31,Low,64.86,1,C
Amit Das,ECE20241975,ECE,7,34.6,41.8,69.2,14.0,13.4,6.95,Low,52.11,1,C
Varun Reddy,ME20241976,ME,7,66.2,13.4,43.6,42.5,20.7,5.51,Medium,56.21,1,C
Vivek Patel,EE20241977,EE,4,100.0,33.6,98.4,68.9,13.2,6.54,None,69.32,1,B
Sonal Malhotra,CE20241978,CE,2,78.5,14.0,100.0,72.2,6.4,6.39,None,62.65,1,C
Mohit Nair,ECE20241979,ECE,7,56.5,14.6,61.3,43.1,23.4,5.8,Medium,52.27,1,C
Jyoti Reddy,ME20241980,ME,3,71.4,20.4,50.9,51.3,0.0,5.82,Medium,49.92,1,D
Swati Kumar,CE20241981,CE,8,72.3,16.7,58.2,44.9,11.4,10.0,Low,59.22,1,C
Pankaj Iyer,CE20241982,CE,7,80.5,21.4,77.7,60.4,13.7,7.66,Low,57.13,1,C
Suresh Dubey,ECE20241983,ECE,6,47.4,25.4,90.1,84.3,14.1,10.0,Low,75.65,1,B
Harsh Chauhan,CSE20241984,CSE,8,82.7,38.0,74.6,41.0,15.4,5.31,Low,74.82,1,B
Mohit Srivastava,ECE20241985,ECE,6,23.3,24.1,64.2,80.0,18.9,6.05,Low,52.88,1,C
Pooja Nair,ME20241986,ME,7,60.7,9.0,95.0,40.8,13.7,3.8,Low,58.75,1,C
Anjali Nair,CE20241987,CE,3,63.2,41.7,55.1,39.4,11.1,4.74,Medium,57.05,1,C
Tanvi Verma,ECE20241988,ECE,6,83.4,18.0,84.7,76.0,10.7,9.62,Medium,70.39,1,B
Nisha Dubey,CSE20241989,CSE,5,72.4,27.3,55.7,78.3,9.1,5.26,Medium,67.05,1,B
Nikhil Gupta,ECE20241990,ECE,7,46.7,33.4,71.5,76.7,20.3,9.65,Low,66.02,1,B
Sneha Tiwari,EE20241991,EE,5,54.3,30.4,59.5,29.1,8.8,3.96,Low,41.08,1,D
Neha Agarwal,CSE20241992,CSE,7,75.6,41.1,60.8,47.7,20.8,4.3,Low,56.04,1,C
Vikram Joshi,ME20241993,ME,1,70.6,33.7,53.7,76.1,14.2,5.59,Medium,74.18,1,B
Bhavna Mehta,CE20241994,CE,1,61.6,17.7,91.6,58.9,9.8,6.09,Low,53.18,1,C
Priya Das,ECE20241995,ECE,1,63.3,50.0,45.9,34.4,18.9,7.86,High,68.29,1,B
Kunal Gupta,CSE20241996,CSE,6,84.5,30.3,45.7,68.1,8.2,7.01,Medium,57.62,1,C
